1	2
2	12
3	6
4	9
5	9
6	3
7	3
8	2
9	2
10	9
11	2
12	12
13	2
14	4
15	5
16	14
17	3
18	1
19	10
20	23
21	20
22	24
23	2
24	6
25	5
26	6
27	6
28	15
29	18
30	2
31	14
32	9
33	19
34	4
35	20
36	4
37	3
38	26
39	20
40	28
41	11
42	6
43	7
44	5
45	9
46	12
47	6
48	2
49	2
50	7
51	2
52	5
53	25
54	31
55	34
56	4
57	6
58	18
59	14
60	2
61	13
62	4
63	30
64	3
65	11
66	2
67	9
68	11
69	4
70	27
71	9
72	22
73	2
74	13
75	24
76	3
77	11
78	18
79	2
80	26
81	7
82	20
83	2
84	2
85	15
86	7
87	14
88	27
89	24
90	4
91	4
92	21
93	11
94	4
95	2
96	18
97	6
98	1
99	4
100	3
101	3
102	24
103	10
104	7
105	6
106	10
107	12
108	25
109	3
110	10
111	2
112	2
113	30
114	3
115	3
116	7
117	33
118	2
119	26
120	18
121	8
122	2
123	16
124	3
125	10
126	6
127	12
128	20
129	3
130	21
131	4
132	10
133	3
134	2
135	16
136	24
137	6
138	7
139	7
140	15
141	3
142	21
143	5
144	7
145	5
146	12
147	4
148	3
149	1
150	2
151	14
152	13
153	8
154	24
155	11
156	2
157	11
158	3
159	6
160	5
161	27
162	7
163	10
164	2
165	16
166	16
167	3
168	3
169	22
170	16
171	18
172	6
173	9
174	12
175	5
176	4
177	12
178	5
179	2
180	27
181	3
182	1
183	19
184	2
185	3
186	4
187	25
188	20
189	6
190	7
191	3
192	12
193	16
194	1
195	12
196	28
197	10
198	8
199	11
200	10
201	6
202	11
203	26
204	9
205	6
206	27
207	1
208	10
209	5
210	5
211	19
212	5
213	7
214	2
215	2
216	11
217	6
218	14
219	6
220	7
221	20
222	20
223	3
224	17
225	4
226	16
227	20
228	29
229	12
230	3
231	8
232	5
233	1
234	7
235	2
236	3
237	3
238	19
239	31
240	4
241	30
242	10
243	2
244	1
245	33
246	7
247	4
248	28
249	3
250	16
251	20
252	3
253	5
254	7
255	11
256	2
257	13
258	20
259	19
260	3
261	2
262	3
263	3
264	4
265	8
266	7
267	13
268	31
269	34
270	5
271	15
272	3
273	7
274	3
275	2
276	30
277	3
278	18
279	13
280	27
281	5
282	10
283	31
284	8
285	11
286	2
287	2
288	32
289	16
290	6
291	3
292	8
293	7
294	15
295	24
296	2
297	25
298	33
299	1
300	2
301	2
302	2
303	29
304	15
305	10
306	10
307	19
308	9
309	18
310	3
311	11
312	5
313	31
314	33
315	17
316	17
317	19
318	7
319	33
320	4
321	5
322	18
323	8
324	30
325	3
326	2
327	8
328	11
329	20
330	2
331	2
332	10
333	32
334	34
335	10
336	27
337	6
338	2
339	24
340	1
341	2
342	5
343	4
344	3
345	10
346	2
347	1
348	27
349	28
350	13
351	2
352	19
353	10
354	9
355	4
356	5
357	8
358	15
359	16
360	24
361	20
362	3
363	11
364	17
365	10
366	4
367	3
368	9
369	3
370	24
371	19
372	17
373	11
374	3
375	4
376	20
377	15
378	14
379	2
380	8
381	9
382	6
383	11
384	3
385	1
386	5
387	8
388	3
389	10
390	6
391	7
392	21
393	2
394	7
395	2
396	5
397	2
398	2
399	25
400	10
401	2
402	16
403	17
404	6
405	34
406	8
407	2
408	34
409	3
410	2
411	9
412	5
413	9
414	21
415	7
416	17
417	4
418	23
419	33
420	22
421	31
422	12
423	8
424	3
425	9
426	7
427	3
428	12
429	3
430	11
431	2
432	6
433	7
434	11
435	6
436	12
437	3
438	19
439	8
440	3
441	5
442	13
443	3
444	4
445	22
446	8
447	25
448	8
449	19
450	12
451	26
452	19
453	17
454	16
455	6
456	17
457	11
458	2
459	1
460	4
461	4
462	7
463	2
464	10
465	1
466	8
467	2
468	3
469	16
470	6
471	12
472	25
473	34
474	8
475	11
476	1
477	8
478	4
479	3
480	11
481	15
482	8
483	5
484	21
485	6
486	2
487	25
488	3
489	2
490	10
491	6
492	14
493	3
494	4
495	16
496	21
497	6
498	8
499	3
500	15
501	20
502	28
503	33
504	6
505	14
506	1
507	24
508	4
509	11
510	18
511	19
512	1
513	20
514	12
515	25
516	8
517	16
518	3
519	1
520	31
521	3
522	26
523	5
524	20
525	4
526	13
527	9
528	10
529	12
530	2
531	2
532	11
533	3
534	2
535	16
536	12
537	13
538	2
539	3
540	10
541	4
542	5
543	13
544	12
545	5
546	33
547	23
548	5
549	2
550	15
551	6
552	16
553	9
554	2
555	8
556	14
557	29
558	33
559	14
560	1
561	1
562	3
563	19
564	26
565	26
566	18
567	3
568	34
569	18
570	9
571	5
572	10
573	2
574	16
575	9
576	21
577	8
578	5
579	12
580	23
581	10
582	15
583	2
584	16
585	20
586	21
587	7
588	1
589	19
590	4
591	2
592	14
593	8
594	3
595	4
596	26
597	10
598	13
599	1
600	22
601	10
602	12
603	20
604	14
605	13
606	1
607	5
608	17
609	2
610	2
611	22
612	30
613	12
614	29
615	33
616	2
617	19
618	3
619	14
620	25
621	27
622	25
623	12
624	2
625	32
626	33
627	7
628	34
629	24
630	18
631	6
632	16
633	22
634	5
635	5
636	1
637	6
